source,code,name,lang,lang_bn,grup,enerc_kcal,water,protcnt,fatce,cho,fibtg,ash,ca,fe,mg,p,k,na,zn,cu,vita,retol,cartbeq,vitd,vite,thia,ribf,nia,vitb6c,folsum,vitc
BD_original,B024,Soya bean brown,Garikalai,বাদামী সয়াবিন বা খয়েরি সয়াবিন,Grain Legumes,381.5,5.51,35.58,19.82,9.16,21.55,4.74,0.239,0.00829,0.259,0.483,1.613,0.00207,0.00401,0.00129,3.50E-06,0,,6.62E-05,0.00129,0.00059,0.00024,0.00212,0.00043,0.000297,0
BD_original,B025,Soya bean white,Garikalai,সাদা সয়াবিন,Grain Legumes,377.4,5.47,37.8,19.42,9.46,22.63,4.52,0.195,0.00822,0.189,0.494,1.634,0.00283,0.00347,0.00079,2.82E-06,0,,6.98E-05,0.00133,0.00061,0.00023,0.00228,0.00045,0.000288,0
BD_original,C003,Red Amaranth,Lal Shaakh,লাল শাঁক,Green Leafy Vegetables,33.5,85.56,3.93,0.63,1.05,4.91,2.61,0.245,0.00725,0.177,0.07598,0.564,0.01458,0.00137,0.00022,0.008457,0,,1.51E-05,0.00046,1.00E-05,0.000269,0.00062,0.00022,8.20E-05,0.0862
BD_original,C005,Green amaranth,Kanta-notya,ডাঁটা শাক,Green Leafy Vegetables,26.3,86.46,3.54,0.36,0.83,5.1,2.94,0.359,0.00637,0.202,0.07246,0.569,0.01566,0.00157,0.00023,0.001594,0,,1.52E-05,0.00028,1.00E-05,0.00013,0.00063,0.00022,4.14E-05,0.08256
BD_original,C006,Amaranth spinous leaves red and green,Kanta-notya shaak,নটে শাক,Green Leafy Vegetables,23.7,86.64,2.8,0.34,0.86,5.57,3.2,0.372,0.00458,0.187,0.08502,0.588,0.01627,0.00111,0.00033,0.001487,0,,1.50E-05,0.00028,1.00E-05,0.00015,0.00072,0.0002,4.42E-05,0.0773
BD_original,C007,Basella leaves,Pui shaak,পুঁইশাক,Green Leafy Vegetables,19.6,92.68,1.57,0.45,1.69,2.21,1.09,0.09389,0.0042,0.153,0.03726,0.337,0.01874,0.00039,0.00012,0.002473,0,,9.18E-06,0.00016,6.00E-05,0.00015,0.00046,0.00018,9.03E-05,0.06335
BD_original,C008,Bathua leaves,Beto sak,বেথো শাক,Green Leafy Vegetables,27.7,88.77,2.5,0.44,1.59,4.01,1.71,0.211,0.00266,0.04841,0.03755,0.438,0.01075,0.00098,0.0001,0.001075,0,,1.01E-06,0.00025,6.00E-05,0.00051,0.00054,0.00017,4.26E-05,0.04103
BD_original,C009,Beetroot leaves,Beetroot leaves,বিটরুটের শাক,Green Leafy Vegetables,34.7,86.68,2.38,0.75,2.18,3.64,2.69,0.151,0.0058,0.12,0.03602,0.53,0.111,0.00016,0.00014,0.001703,0,,1.65E-06,0.00021,2.00E-05,0.00017,0.00043,0.00013,1.15E-05,0.03583
BD_original,C010,Betel leaves big,Pan,বাংলা পান,Green Leafy Vegetables,48.3,84.93,2.51,0.75,6.61,2.12,2.33,0.207,0.003,0.107,0.05173,0.649,0.0168,0.00047,0.00024,0.004377,0,,3.78E-06,5.00E-05,3.00E-05,8.00E-05,0.00045,4.00E-05,1.60E-05,0.0184
BD_original,C011,Betel leaves small,Pan,পান পাতা,Green Leafy Vegetables,43.7,85.92,2.62,0.75,5.54,1.97,2.59,0.196,0.00287,0.08994,0.05572,0.678,0.01404,0.00039,0.00029,0.005103,0,,2.27E-06,3.00E-05,2.00E-05,7.00E-05,0.00047,4.00E-05,1.66E-05,0.02451
BD_original,C012,Brussels sprouts,Biliti Bandhakopi,ছোট বাঁধাকপি,Green Leafy Vegetables,44.2,84.39,4.26,0.5,4.42,4.29,1.47,0.05399,0.00154,0.03299,0.09856,0.639,0.01851,0.00057,8.00E-05,0.00036,0,,2.60E-07,0.00021,6.00E-05,0.00016,0.0005,0.00019,8.50E-05,0.08945
BD_original,C013,Cabbage Chinese,"Cabbage, Chinese",চিনা বাঁধাকপি,Green Leafy Vegetables,17.9,93.19,1.58,0.13,1.42,2.01,0.73,0.05846,0.00039,0.01151,0.03305,0.258,0.02028,0.00019,5.00E-05,5.50E-06,0,,3.90E-07,0.00025,1.00E-05,5.00E-05,0.00038,0.00019,5.45E-05,0.01932
BD_original,C014,Cabbage collard greens,"Cabbage, collard greens",খোলা পাতাকপি শাক,Green Leafy Vegetables,30.1,89.53,3.63,0.27,2.35,2.98,0.81,0.17,0.00267,0.0459,0.05467,0.292,0.02298,0.00035,6.00E-05,0.000104,0,,1.80E-07,0.0002,3.00E-05,5.00E-05,0.00026,0.00024,6.35E-05,0.04076
BD_original,C015,Cabbage green,Badha kopi,বাঁধাকপি,Green Leafy Vegetables,21.5,91.85,1.36,0.12,1.54,2.76,0.67,0.05176,0.00035,0.01799,0.03015,0.233,0.01498,0.00016,3.00E-05,2.05E-05,0,,2.10E-07,5.00E-05,3.00E-05,5.00E-05,0.00024,0.00013,4.64E-05,0.03325
BD_original,C016,Cabbage violet,Badha kopi,বেগুনি বাঁধাকপি,Green Leafy Vegetables,23.2,91.94,1.39,0.21,1.33,2.21,0.71,0.048,0.00024,0.02687,0.02214,0.201,0.024,0.00013,2.00E-05,3.12E-05,0,,1.90E-07,3.00E-05,4.00E-05,5.00E-05,0.00027,0.00017,3.48E-05,0.04349
BD_original,C017,Cauliflower leaves,Phul gopi pata,ফুলকপির পাতা,Green Leafy Vegetables,35.4,87.64,3.9,0.42,2.15,3.43,1.22,0.0967,0.00242,0.0415,0.06282,0.374,0.02431,0.00031,0.00014,0.000146,0,,4.15E-06,8.00E-05,5.00E-05,5.00E-05,0.00021,0.00023,4.30E-05,0.05284
BD_original,C019,Drumstick leaves,Sajna pata,সজনে পাতা,Green Leafy Vegetables,67.4,75.65,6.41,1.64,2.51,8.21,2.46,0.314,0.00456,0.09709,0.109,0.397,0.00934,0.00072,0.00044,0.017542,0,,1.43E-05,0.00031,6.00E-05,0.00045,0.00082,0.00087,4.29E-05,0.108
BD_original,C020,Fenugreek leaves,Methi shak,মেথি শাক,Green Leafy Vegetables,34.4,86.73,3.68,0.83,1.48,4.9,1.69,0.274,0.00569,0.06367,0.05305,0.226,0.04701,0.00054,0.00018,0.009245,0,,2.36E-06,0.00036,0.00011,0.00022,0.0007,0.00038,7.53E-05,0.05825
BD_original,C021,Garden cress,Halim sag,হালিম দানা,Green Leafy Vegetables,49.7,84.02,5.62,0.8,2.17,2.6,2.48,0.217,0.00619,0.07924,0.04555,0.379,0.02535,0.00152,0.00023,8.87E-05,0,,5.50E-07,0.00074,3.00E-05,6.00E-05,0.0012,0.0002,5.81E-05,0.04275
BD_original,C022,"Gogu leaves, green stem",Mestapat,মেস্তাপাতা,Green Leafy Vegetables,36.3,87.42,1.86,1.09,1.16,4.59,0.98,0.145,0.00765,0.08309,0.04199,0.26,0.01234,0.00065,0.00023,0.005285,0,,4.28E-06,0.0005,0.00013,6.00E-05,0.00058,0.00033,7.49E-05,0.02965
BD_original,C024,Knol-Khol leaves,Olkopi sag,ওলকপির পাতা বা শাক,Green Leafy Vegetables,42.5,86.2,3.12,0.35,4.57,2.76,1.42,0.368,0.00251,0.066,0.05502,0.309,0.0268,0.00042,7.00E-05,1.20E-05,0,,5.90E-07,0.00053,6.00E-05,0.00015,0.00086,0.00028,4.16E-05,0.07111
BD_original,C025,Lettuce,Lettuce,লেটুস পাতা,Green Leafy Vegetables,21.7,92.27,1.54,0.27,1.72,1.79,1.11,0.05671,0.00273,0.04322,0.0441,0.279,0.01753,0.00051,0.00014,0.001285,0,,1.00E-07,1.00E-05,5.00E-05,9.00E-05,0.00017,8.00E-05,3.07E-05,0.01191
BD_original,C026,Mustard leaves,Sorisa sag,সরিষা শাক,Green Leafy Vegetables,30.4,88.17,3.52,0.51,1.45,3.92,1.47,0.191,0.00284,0.05163,0.07162,0.403,0.01914,0.00068,0.00024,0.002619,0,,5.40E-06,0.00057,8.00E-05,0.00018,0.00058,0.00016,0.00011,0.06032
BD_original,C027,Pak Choi leaves,Pak Choi leaves,চাইনিজ বাঁধাকপি বা শাক,Green Leafy Vegetables,16,93.56,1.41,0.25,1.62,1.91,1.1,0.15,0.00378,0.04528,0.02595,0.25,0.03373,0.00016,6.00E-05,0.00245,0,,1.00E-07,3.00E-05,2.00E-05,0.00022,0.00066,0.00096,9.85E-05,0.0556
BD_original,C028,Parsley,Parsley,পার্সলে পাতা,Green Leafy Vegetables,72.9,77.76,5.55,1.14,7.05,3.87,2.25,0.288,0.00551,0.04918,0.07856,0.466,0.05308,0.00129,0.00019,0.00271,0,,5.55E-06,0.00035,0.00019,0.0001,0.00036,0.00019,0.000197,0.133
BD_original,C029,Ponnaganni,Khanchari,সাঁচিশাক বা শাঞ্চে শাক,Green Leafy Vegetables,50.9,79.43,5.29,0.71,4.1,6.74,2.65,0.388,0.00388,0.08039,0.05826,0.457,0.03936,0.00099,0.00021,0.005288,0,,6.50E-07,0.00054,2.00E-05,0.0001,0.00032,0.00019,4.84E-05,0.103
BD_original,C030,Pumpkin leaves tender,Kumra shak,কচি কুমড়ো শাক,Green Leafy Vegetables,44.2,85.82,4.21,0.74,2.2,2.25,2.24,0.271,0.00558,0.08421,0.06454,0.423,0.0122,0.0009,0.00029,0.001455,0,,3.19E-06,0.00169,7.00E-05,0.00013,0.00149,0.00017,3.38E-05,0.01233
BD_original,C031,Radish leaves,Mulo shak,মুলো শাক,Green Leafy Vegetables,26.1,91.19,2.22,0.51,2.09,1.82,1.5,0.234,0.00382,0.05796,0.05008,0.304,0.01739,0.00049,0.00029,0.002591,0,,1.39E-06,8.00E-05,6.00E-05,0.00013,0.00047,0.00016,5.31E-05,0.06576
BD_original,C032,Rumex leaves,Bun palung,বন পালং,Green Leafy Vegetables,19.6,93.18,1.62,0.33,1.55,1.27,1.27,0.131,0.00367,0.04833,0.0324,0.336,0.01995,0.00046,0.00025,0.002754,0,,1.00E-07,0.00051,3.00E-05,0.00014,0.00033,9.00E-05,4.10E-05,0.05376
BD_original,C033,Spinach,Palong shak,পালং শাক,Green Leafy Vegetables,24.4,90.31,2.14,0.64,1.62,2.38,2.47,0.08229,0.00295,0.08697,0.03259,0.625,0.04255,0.00046,0.00017,0.002605,0,,2.60E-07,0.00129,0.00016,0.0001,0.00033,0.00015,0.000142,0.03028
BD_original,D001,Ash gourd,Chalkumra,চালকুমড়ো,Other Vegetables,17.4,92.17,0.79,0.14,1.2,3.37,0.7,0.01939,0.00047,0.01995,0.02907,0.372,0.00077,0.00013,4.00E-05,0,0,,1.35E-06,2.00E-05,3.00E-05,1.00E-05,0.00012,0.00018,1.41E-05,0.01141
BD_original,D002,Bamboo shoot tender,Bansber ankur,বাঁশ কোড়ল,Other Vegetables,16.3,94.56,1.33,0.35,0.6,1.55,0.55,0.01,0.00033,0.00828,0.03963,0.422,0.00112,0.00037,0.00014,0,0,,4.10E-07,0,6.00E-05,6.00E-05,0.00025,0.00013,1.71E-05,0.01574
BD_original,D003,Bean scarlet tender,"Bean scarlet, tender",নরম লাল শিমের শুঁটি,Other Vegetables,42.8,85.51,2.86,0.99,4.56,4.5,0.96,0.04348,0.00073,0.04375,0.06213,0.164,0.00146,0.00057,0.00017,3.55E-05,0,,1.40E-06,0.00015,0.00013,0.00012,0.00052,0.00031,4.53E-05,0.00661
BD_original,D005,Bitter gourd jagged teeth ridges short,korola,ছোট করলা,Other Vegetables,18.9,91.6,1.34,0.24,0.99,3.49,0.81,0.01627,0.00108,0.03158,0.04021,0.282,0.01259,0.00036,0.00012,0.000126,0,,1.90E-06,3.00E-05,6.00E-05,4.00E-05,0.00029,4.00E-05,5.15E-05,0.05087
BD_original,D006,Bitter gourd jagged smooth ridges elongate,Korola,করলা,Other Vegetables,19.4,91.24,1.61,0.26,0.95,3.72,0.88,0.01762,0.00128,0.03334,0.04475,0.356,0.01116,0.00043,0.0001,0.00013,0,,1.83E-06,3.00E-05,6.00E-05,4.00E-05,0.0003,5.00E-05,6.00E-05,0.0543
BD_original,D007,Bottle gourd elongate pale green,Lau,লম্বাটে হালকা সবুজ লাউ,Other Vegetables,11,95.17,0.53,0.13,1.03,2.12,0.36,0.01542,0.00026,0.01093,0.01601,0.124,0.00146,0.00015,5.00E-05,4.41E-05,0,,7.40E-07,2.00E-05,3.00E-05,1.00E-05,0.00014,2.00E-05,4.20E-05,0.00433
BD_original,D008,Bottle gourd round pale green,Lau,গোল লাউ,Other Vegetables,13.6,94.5,0.42,0.12,1.02,2.1,0.34,0.01505,0.00028,0.01089,0.01699,0.116,0.00152,0.00015,5.00E-05,4.71E-05,0,,7.00E-07,1.00E-05,3.00E-05,1.00E-05,0.00014,2.00E-05,4.96E-05,0.00454
BD_original,D009,Bottle gourd elongate dark green,Lau,লম্বা লাউ,Other Vegetables,12.9,94.63,0.49,0.13,0.97,2.11,0.4,0.01664,0.00034,0.0129,0.02686,0.171,0.00135,0.00018,7.00E-05,4.48E-05,0,,6.00E-07,2.00E-05,3.00E-05,1.00E-05,0.00014,1.00E-05,4.63E-05,0.0038
BD_original,D031,Brinjal - all varieties,Begun,বেগুন,Other Vegetables,25.3,90,1.48,0.32,2.28,3.98,0.7,0.01659,0.00037,0.021,0.03256,0.247,0.00355,0.00021,0.00011,0.000146,0,,1.04E-06,7.00E-05,6.00E-05,0.00011,0.00053,7.00E-05,3.39E-05,0.00209
BD_original,D032,Broad beans,Makhon shim,শিম পোস্ত,Other Vegetables,29.4,84.2,3.85,0.15,2.06,8.63,1.05,0.06437,0.00094,0.04018,0.06797,0.362,0.02074,0.00061,0.0002,6.38E-06,0,,1.16E-05,6.00E-05,0.00012,0.0001,0.00076,0.00023,2.05E-05,0.01098
BD_original,D036,Cauliflower,Phul kopi,ফুলকপি,Other Vegetables,22.9,90.76,2.15,0.44,1.05,3.71,0.91,0.02516,0.00096,0.02308,0.04733,0.329,0.03072,0.00031,5.00E-05,1.59E-06,0,,1.32E-06,2.00E-05,4.00E-05,7.00E-05,0.00031,0.00013,4.60E-05,0.04714
BD_original,D037,Celery stalk,Randhuni,সেলারি ডাঁটি বা সেলারি শাকের ডাটা,Other Vegetables,16.5,92.87,0.98,0.24,1.42,2.09,1.5,0.03873,0.00136,0.01712,0.04484,0.298,0.01068,0.00018,0.00012,0.000465,0,,1.39E-06,3.00E-05,3.00E-05,4.00E-05,0.00048,6.00E-05,2.25E-05,0.0123
BD_original,D038,Cho-cho-marrow,Cho-cho-marrow,পাহাড়ি স্কোয়াশ,Other Vegetables,18.9,93.78,0.66,0.15,1.93,1.55,0.38,0.01864,0.00048,0.01305,0.02161,0.12,0.00128,0.0001,5.00E-05,1.57E-06,0,,5.46E-06,9.00E-05,1.00E-05,3.00E-05,0.00023,7.00E-05,6.30E-05,0.02021
BD_original,D039,Cluster beans,Jhar sim,ঝাড়-শিম,Other Vegetables,40.2,84.65,3.55,0.37,4.54,4.83,1.68,0.121,0.0039,0.08174,0.04528,0.301,0.00405,0.00061,0.00014,0.000241,0,,1.37E-05,0.00081,5.00E-05,3.00E-05,0.00071,0.00012,4.12E-05,0.01796
BD_original,D040,Colocasia stem black,Kochur loti,কচু শাক,Other Vegetables,23.9,91.15,0.76,0.34,1.08,3.01,0.91,0.02946,0.00077,0.01107,0.02031,0.381,0.00045,0.00054,5.00E-05,4.97E-06,0,,2.10E-07,6.00E-05,2.00E-05,4.00E-05,0.00016,6.00E-05,3.09E-05,0.00515
BD_original,D041,Colocasia stem green,Kochur loti,কচুর লতি,Other Vegetables,19.4,92.67,0.91,0.22,1.14,2.33,1,0.04021,0.00055,0.01956,0.03073,0.414,0.0006,0.0002,8.00E-05,2.30E-06,0,,1.40E-07,9.00E-05,2.00E-05,3.00E-05,0.00022,7.00E-05,2.53E-05,0.00583
BD_original,D042,Corn baby,"Corn, baby",কচি ভুট্টা,Other Vegetables,73.1,75.44,2.69,1.33,4.61,6.09,2.79,0.07651,0.00145,0.02547,0.00869,0.26,0.0014,0.00113,0.00012,1.52E-06,0,,3.12E-05,0.00013,0.00015,7.00E-05,0.00053,0.00016,4.55E-05,0.00859
BD_original,D043,Cucumber green elongate,Sosha,লম্বা শসা,Other Vegetables,19.6,92.96,0.71,0.16,0.76,2.14,0.54,0.01639,0.00046,0.02038,0.02834,0.183,0.00633,0.00017,4.00E-05,5.33E-06,0,,1.26E-06,2.00E-05,2.00E-05,1.00E-05,0.00035,6.00E-05,1.68E-05,0.00611
BD_original,D044,Cucumber green short,Sosha,সবুজ শসা,Other Vegetables,17.4,93.52,0.83,0.18,0.79,2.13,0.52,0.01925,0.00059,0.01848,0.02974,0.198,0.00611,0.00019,7.00E-05,4.80E-06,0,,1.36E-06,2.00E-05,2.00E-05,1.00E-05,0.00035,7.00E-05,1.47E-05,0.00621
BD_original,D045,Cucumber orange round,Sosha,লেমন শসা,Other Vegetables,19.6,92.8,0.98,0.24,0.75,2.46,0.52,0.02198,0.00045,0.02034,0.02317,0.185,0.00816,0.00016,4.00E-05,5.55E-06,0,,1.59E-06,2.00E-05,2.00E-05,1.00E-05,0.00036,4.00E-05,1.88E-05,0.00624
BD_original,D046,Drumstick,Sajna danta,সজনে বা সজিনা,Other Vegetables,29.4,85.39,2.62,0.12,2.77,6.83,1.27,0.0333,0.00073,0.0381,0.05287,0.419,0.02238,0.00031,0.0001,1.73E-05,0,,1.67E-06,0.00031,4.00E-05,7.00E-05,0.00062,0.00012,6.28E-05,0.07186
BD_original,D047,Field beans tender broad,Shim,রাজশিম,Other Vegetables,30.8,86.98,3.06,0.64,2.63,5.64,0.94,0.07057,0.00195,0.05088,0.0733,0.345,0.01414,0.00064,0.00024,0.00063848,0,,7.14E-06,0.00011,7.00E-05,7.00E-05,0.00032,0.00042,0.000123,0.00599
BD_original,D048,Field beans tender lean,Shim,শিমের বিচি,Other Vegetables,33.5,85.57,3.71,0.6,2.27,6.19,1.08,0.05859,0.00148,0.04742,0.07654,0.314,0.01276,0.00063,0.0002,0.00063032,0,,7.20E-06,0.0001,8.00E-05,7.00E-05,0.00033,0.00038,0.000127,0.00384
BD_original,D049,French beans country,"French beans, country",বীন শিম,Other Vegetables,24.4,89.14,2.49,0.26,1.82,4.38,1.05,0.05599,0.00125,0.04301,0.05986,0.324,0.00884,0.0005,0.00011,0.00041657,0,,1.82E-06,7.00E-05,4.00E-05,6.00E-05,0.00083,0.00037,4.75E-05,0.01581
BD_original,D050,French beans hybrid,"French beans, hybrid",ফারাসি বা ঝাড় শিম,Other Vegetables,22.2,90.11,2.12,0.19,1.77,4.18,0.77,0.0499,0.00098,0.03498,0.0459,0.317,0.00918,0.00037,7.00E-05,0.00039118,0,,1.85E-06,9.00E-05,5.00E-05,5.00E-05,0.00077,0.00044,6.20E-05,0.00138
BD_original,D051,Jack fruit,Kanthal,কাঁঠাল,Other Vegetables,26.3,85.52,1.98,0.35,2.04,7.69,0.99,0.04574,0.00031,0.0266,0.02778,0.327,0.00353,0.00017,0.00024,0,0,,6.84E-06,5.00E-05,5.00E-05,5.00E-05,0.00019,4.00E-05,3.57E-05,0.01751
BD_original,D052,Jack fruit seeds,Kanthal,কাঁঠালের বিচি,Other Vegetables,77,72.32,5.79,0.44,8.77,8.63,1.02,0.03756,0.00037,0.03704,0.02933,0.376,0.004,0.00029,0.00021,0,0,,1.40E-06,6.00E-05,6.00E-05,3.00E-05,0.00019,8.00E-05,5.46E-05,0.00968
BD_original,D053,Knol - Khol,Olkopi,ওলকপি,Other Vegetables,16,93.14,1.58,0.35,0.94,2.75,0.79,0.03526,0.00024,0.01905,0.04077,0.327,0.02746,0.00015,8.00E-05,0,0,,3.20E-07,0.00017,4.00E-05,6.00E-05,0.00037,0.00019,1.48E-05,0.0647
BD_original,D054,Kovai big,Telakucha,কোয়েম্বাটুর,Other Vegetables,17.4,92.78,1.39,0.24,1.21,3,0.58,0.03439,0.00038,0.0196,0.0369,0.198,0.00153,0.00018,6.00E-05,0.000134,0,,6.25E-06,0.00072,4.00E-05,2.00E-05,0.00055,8.00E-05,4.87E-05,0.01762
BD_original,D055,Kovai small,Telakucha,কুঁদরি/কাকঝিঙ্গা,Other Vegetables,19.1,92.4,1.22,0.24,1.19,3.25,0.47,0.03712,0.00029,0.01887,0.02629,0.167,0.0022,0.00013,6.00E-05,0.000147,0,,6.06E-06,0.0007,4.00E-05,2.00E-05,0.00051,5.00E-05,5.01E-05,0.02108
BD_original,D056,Ladies finger,Dherosh,ঢেঁড়স,Other Vegetables,27.5,89.06,2.08,0.22,1.37,4.08,0.94,0.08612,0.00084,0.0661,0.05748,0.263,0.00737,0.00045,0.00013,6.91E-05,0,,7.46E-06,0.0005,4.00E-05,7.00E-05,0.00061,0.00027,6.37E-05,0.02251
BD_original,D057,Mango green,Aam (kancha),কাঁচা আম,Other Vegetables,49,85.14,0.69,0.08,8.32,3.01,0.49,0.027,0.0004,0.01754,0.01492,0.147,0.03315,9.00E-05,8.00E-05,8.43E-05,0,,7.68E-06,0.00091,2.00E-05,2.00E-05,0.00026,0.00013,2.59E-05,0.09024
BD_original,D058,Onion stalk,Piyaz kali,পেঁয়াজ পাতা,Other Vegetables,25.6,88.35,2.07,0.26,1.51,5.21,1.13,0.03112,0.00309,0.06671,0.02853,0.312,0.01552,0.00099,0.00014,0.0007,0,,6.81E-06,0.00081,3.00E-05,5.00E-05,0.00014,0.00017,5.76E-05,0.02723
BD_original,D059,Papaya,Pempe (Kacha),কাঁচা পেঁপে,Other Vegetables,23.9,92.04,0.5,0.23,3.63,2.28,0.55,0.02272,0.0002,0.01503,0.02411,0.173,0.00755,8.00E-05,5.00E-05,0.0002408,0,,7.80E-06,7.00E-05,2.00E-05,3.00E-05,0.00012,3.00E-05,2.98E-05,0.02073
BD_original,D060,Parwar,Potol,পটোল,Other Vegetables,24.1,91.57,1.4,0.3,1.26,2.61,0.59,0.03076,0.0005,0.02459,0.03381,0.117,0.00229,0.00023,9.00E-05,1.31E-05,0,,6.90E-07,4.00E-05,5.00E-05,5.00E-05,0.00067,0.0002,2.00E-05,0.01924
BD_original,D061,Peas fresh,Motor shuti,মটরশুঁটি,Other Vegetables,81.3,73.37,7.25,0.13,7.89,6.32,1.05,0.02824,0.00158,0.04011,0.05595,0.249,0.00366,0.00109,0.00022,0.000121,0,,1.29E-05,0.00021,0.00027,3.00E-05,0.00128,0.00019,5.48E-05,0.0384
BD_original,D062,Plantain flower,Mocha,কলার মোচা,Other Vegetables,21.3,89.14,1.47,0.63,2.03,5.25,1.35,0.03406,0.0004,0.03976,0.04731,0.488,0.00751,0.00042,0.0001,3.54E-05,0,,1.29E-06,0.00019,2.00E-05,2.00E-05,0.00028,0.00013,4.93E-05,0.00649
BD_original,D063,Plantain green,Kela (kanch),সবুজ কাঁচকলা,Other Vegetables,79.8,76.15,1.18,0.23,16.29,3.6,1.27,0.0138,0.00034,0.03564,0.03169,0.402,0.01857,0.00023,0.0001,3.01E-06,0,,2.70E-07,8.00E-05,1.00E-05,5.00E-05,0.00033,0.0001,1.90E-05,0.02328
BD_original,D064,Plantain stem,Thor,থোড়,Other Vegetables,39.4,87.53,0.35,0.16,5.15,2.12,1.2,0.01124,0.00026,0.03282,0.01631,0.373,0.02317,0.00014,4.00E-05,2.39E-06,0,,3.20E-07,2.00E-05,2.00E-05,2.00E-05,0.00018,0.00014,1.29E-05,0.00377
BD_original,D065,Pumpkin green cylindrical,Kumro,চালকুমড়া,Other Vegetables,24.6,91.73,0.87,0.18,3.1,2.53,0.47,0.0241,0.00029,0.01327,0.02451,0.186,0.00521,0.00014,4.00E-05,0.00042691,0,,1.07E-06,0.00087,3.00E-05,2.00E-05,0.00044,5.00E-05,3.16E-05,0.00729
BD_original,D066,Pumpkin orange round,Kumro,মিষ্টি কুমড়ো,Other Vegetables,23.2,91.85,0.84,0.16,3.3,2.56,0.58,0.02306,0.00036,0.01043,0.02218,0.253,0.00881,0.00011,6.00E-05,0.00023974,0,,1.40E-06,0.0006,3.00E-05,3.00E-05,0.00041,8.00E-05,2.41E-05,0.00804
BD_original,D067,Red gram tender fresh,"Red gram, tender, fresh",কচি অরহর,Other Vegetables,124.3,64,8.09,0.92,14.57,5.9,1.64,0.05858,0.00118,0.05695,0.141,0.616,0.00254,0.0011,0.00045,0.000165,0,,2.90E-05,0.00094,0.00023,9.00E-05,0.00214,0.0003,9.42E-05,0.01513
BD_original,D068,Ridge gourd,Jhinge,ঝিঙে,Other Vegetables,13.1,94.99,0.91,0.14,1.4,1.81,0.44,0.0137,0.00042,0.01615,0.03306,0.118,0.00471,0.00022,0.0001,0.000348,0,,3.70E-07,2.00E-05,2.00E-05,1.00E-05,0.0002,7.00E-05,2.93E-05,0.00542
BD_original,D072,Snake gourd short,Chichinga,চিচিঙ্গা,Other Vegetables,14.6,94.35,0.54,0.26,1.18,2.29,0.41,0.0179,0.0002,0.01507,0.02133,0.084,0.0025,0.00011,5.00E-05,6.28E-05,0,,3.12E-06,1.00E-05,3.00E-05,2.00E-05,0.00033,6.00E-05,1.77E-05,0.0023
BD_original,D073,Tinda tender,"Tinda, tender",টিন্ডা,Other Vegetables,13.9,94.41,1.02,0.17,1.07,2,0.51,0.01968,0.00041,0.01896,0.03037,0.05618,0.02061,0.0002,8.00E-05,7.96E-06,0,,2.76E-06,5.00E-05,2.00E-05,3.00E-05,0.00056,6.00E-05,4.32E-05,0.0142
BD_original,D074,Tomato green,Kacha Tomato,কাঁচা টমেটো,Other Vegetables,20.8,93.21,1.12,0.27,1.31,1.62,0.6,0.00849,0.00042,0.01357,0.0225,0.225,0.01311,0.00016,6.00E-05,3.81E-05,0,,1.10E-06,0.00039,8.00E-05,5.00E-05,0.00046,7.00E-05,1.25E-05,0.01641
BD_original,D075,Tomato ripe hybrid,Tomato,পাকা টমেটো (হাইব্রিড),Other Vegetables,18.9,93.79,0.76,0.25,1.82,1.58,0.43,0.0089,0.00022,0.01186,0.01545,0.167,0.01186,0.00011,4.00E-05,0.00152032,0,,1.18E-05,0.00022,4.00E-05,2.00E-05,0.00051,8.00E-05,1.54E-05,0.02527
BD_original,D076,Tomato ripe local,Tomato,পাকা টমেটো (দেশি),Other Vegetables,19.6,93.62,0.9,0.47,1.34,1.77,0.52,0.01017,0.0003,0.01365,0.01877,0.204,0.00973,0.00012,6.00E-05,0.00091437,0,,1.22E-05,0.00027,3.00E-05,3.00E-05,0.00052,9.00E-05,1.95E-05,0.02747
BD_original,D077,Zucchini green,Dhudul,সবুজ স্কোয়াশ বা জুকিনি,Other Vegetables,20.1,92.83,1.1,0.51,1.61,2.3,0.93,0.01726,0.00052,0.01541,0.02138,0.178,0.0004,0.00029,7.00E-05,8.58E-05,0,,4.00E-07,0.0039,5.00E-05,9.00E-05,0.00103,0.00025,1.89E-05,0.01578
BD_original,D078,Zucchini yellow,Dhudul,ধুন্দুল বা জুকিনি,Other Vegetables,18.9,93.15,1.31,0.44,1.37,1.84,1.08,0.02098,0.00034,0.01082,0.03203,0.131,0.00039,0.00027,0.00011,6.99E-05,0,,3.80E-07,0.00148,3.00E-05,2.00E-05,0.00042,0.0002,2.15E-05,0.01671
BD_original,E001,Apple big,Sev,বড় আপেল,Fruits,62.4,83.01,0.29,0.64,9.53,2.59,0.36,0.01368,0.00026,0.00809,0.01044,0.116,0.00143,9.00E-05,4.00E-05,2.41E-06,0,,1.46E-06,0.00015,3.00E-05,1.00E-05,0.00025,4.00E-05,3.04E-06,0.00357
BD_original,E002,Apple green,Sev,সবুজ আপেল,Fruits,51.1,85.54,0.46,0.5,8.39,2.54,0.31,0.00653,0.0002,0.00542,0.00748,0.09455,0.00147,8.00E-05,0.00033,2.20E-06,0,,2.45E-06,0.0001,1.00E-05,2.00E-05,0.00021,8.00E-05,3.43E-06,0.0029
